"Model","Simulation","Covariate_Estimate","Covariate_SE","Covariate_pvalue","Significant","RMSE_data","RMSE_latent","Sample_Size","True_Effect","Scenario"
"Covariate_RSR",9,0.253996059765482,0.0381142574698521,2.66346944499674e-11,TRUE,1.00828350511625,1.00176672970049,50,0,"No Effect"
"Covariate_Only",10,0.289710769452304,0.098630822558314,0.00507268749327237,TRUE,0.797520713365075,0.794681334418018,50,0,"No Effect"
"Covariate_GMRF",10,0.098203276511543,0.125862577284475,0.435248409979174,FALSE,0.830113980052468,0.830274191965227,50,0,"No Effect"
"Covariate_RSR",10,0.289710769452304,1.82243597159944e-05,0,TRUE,0.797520713365075,0.794681334418018,50,0,"No Effect"
"Covariate_Only",11,0.0925985379027184,0.124898568237672,0.462069100257942,FALSE,0.933012634970325,0.91107107169595,50,0,"No Effect"
"Covariate_GMRF",11,0.0907885474189491,0.136042544713891,0.504545989403756,FALSE,0.940120102110297,0.919256729184163,50,0,"No Effect"
"Covariate_RSR",11,0.0925985379027185,2.57669001206837e-06,0,TRUE,0.933012634970325,0.91107107169595,50,0,"No Effect"
"Covariate_Only",12,0.0261890673492022,0.109440889527458,0.811892809060409,FALSE,0.839373959026118,0.780843646935079,50,0,"No Effect"
"Covariate_GMRF",12,0.0448804292498206,0.129249617030614,0.728412230059452,FALSE,0.840344266196829,0.782331142620096,50,0,"No Effect"
"Covariate_RSR",12,0.0261890673492021,2.06906002685131e-05,0,TRUE,0.839373959026118,0.780843646935079,50,0,"No Effect"
"Covariate_Only",13,0.367196222579345,0.127364060980481,0.0058774373471924,TRUE,1.06902979698281,1.1030289168897,50,0,"No Effect"
"Covariate_GMRF",13,0.233821976535074,0.151919661687639,0.123775988429547,FALSE,1.08144707072779,1.11100566426662,50,0,"No Effect"
"Covariate_RSR",13,0.367196222579345,0.0468459983286096,4.55191440096314e-15,TRUE,1.06902979698281,1.1030289168897,50,0,"No Effect"
"Covariate_Only",14,0.138036895454503,0.126349234927365,0.280065235605145,FALSE,0.968658950267089,0.931053155366503,50,0,"No Effect"
"Covariate_GMRF",14,0.0883829687387679,0.162691097652595,0.586953326815743,FALSE,0.970374643226189,0.932551572989384,50,0,"No Effect"
"Covariate_RSR",14,0.138036895454503,2.17645046953655e-05,0,TRUE,0.968658950267089,0.931053155366503,50,0,"No Effect"
"Covariate_Only",15,-0.208469508370605,0.153347300001651,0.180353499428464,FALSE,1.11272782281145,1.09843468803001,50,0,"No Effect"
"Covariate_GMRF",15,-0.0762966364570337,0.120365189293407,0.526161577393445,FALSE,1.12161278117095,1.10608371633104,50,0,"No Effect"
"Covariate_RSR",15,-0.208469508370605,0.0484201162635349,1.6666033009316e-05,TRUE,1.11272782281145,1.09843468803001,50,0,"No Effect"
"Covariate_Only",16,0.557872113527356,0.10031165552834,1.16412056501567e-06,TRUE,0.973695160609722,0.965181369391198,50,0,"No Effect"
"Covariate_GMRF",16,0.127194614336136,0.188665275324139,0.500196010543019,FALSE,1.14740096960183,1.1496372322011,50,0,"No Effect"
"Covariate_RSR",16,0.557872113527356,3.07747038176327e-05,0,TRUE,0.973695160609722,0.965181369391198,50,0,"No Effect"
"Covariate_Only",17,-0.457816486127864,0.129275986419552,0.000897031411490554,TRUE,1.02801013213103,1.00205844592084,50,0,"No Effect"
"Covariate_GMRF",17,-0.160200363387834,0.115883145239955,0.166839638708596,FALSE,1.084149053942,1.06961885433608,50,0,"No Effect"
"Covariate_RSR",17,-0.457816486127864,0.0467407969923283,0,TRUE,1.02801013213103,1.00205844592084,50,0,"No Effect"
"Covariate_Only",18,0.255756350225634,0.15492795158347,0.105306644418301,FALSE,1.18379895214621,1.11904707113932,50,0,"No Effect"
"Covariate_GMRF",18,0.0950566293516445,0.208814002819728,0.648949874498597,FALSE,1.1970200924887,1.13891397279177,50,0,"No Effect"
"Covariate_RSR",18,0.255756350225634,1.28279687375772e-05,0,TRUE,1.18379895214621,1.11904707113932,50,0,"No Effect"
"Covariate_Only",19,-0.261236765582931,0.0945926972994124,0.00812368453893677,TRUE,0.898508759929595,0.857271244560044,50,0,"No Effect"
"Covariate_GMRF",19,-0.199672292064604,0.136688553647568,0.144075049601469,FALSE,0.90266821918956,0.860191165450473,50,0,"No Effect"
"Covariate_RSR",19,-0.261236765582931,0.0313795790370505,1.11022302462516e-16,TRUE,0.898508759929595,0.857271244560044,50,0,"No Effect"
"Covariate_Only",20,-0.0441721251291368,0.266335707557694,0.868970572404794,FALSE,1.65742884207647,1.61925510842066,50,0,"No Effect"
"Covariate_GMRF",20,-0.158046569602142,0.171603545515699,0.357051327028726,FALSE,1.66084003660181,1.62519781693628,50,0,"No Effect"
"Covariate_RSR",20,-0.0441721251291368,2.35591933707592e-05,0,TRUE,1.65742884207647,1.61925510842066,50,0,"No Effect"
"Covariate_Only",21,-0.153487768085961,0.150202317373052,0.311963570696913,FALSE,1.22207007319954,1.16557463933105,50,0,"No Effect"
"Covariate_GMRF",21,-0.105168080089724,0.145077999079738,0.468508988892431,FALSE,1.22339869747554,1.16969374169912,50,0,"No Effect"
"Covariate_RSR",21,-0.153487768085961,0.0391840768031627,8.96222782850176e-05,TRUE,1.22207007319954,1.16557463933105,50,0,"No Effect"
"Covariate_Only",22,0.344218287252514,0.099873651848491,0.00119003860396988,TRUE,0.840930218628354,0.850290236968203,50,0,"No Effect"
"Covariate_GMRF",22,0.262249266303432,0.130957182126625,0.0452248226694352,TRUE,0.849171485926101,0.861283434432888,50,0,"No Effect"
"Covariate_RSR",22,0.344218287252514,1.18645696724822e-06,0,TRUE,0.840930218628354,0.850290236968203,50,0,"No Effect"
"Covariate_Only",23,0.562523860368917,0.105087803994562,2.40008163275774e-06,TRUE,0.833984686620964,0.827352339130006,50,0,"No Effect"
"Covariate_GMRF",23,0.245485898737891,0.143187604338336,0.0864487904528558,FALSE,0.912858522069854,0.88249863182661,50,0,"No Effect"
"Covariate_RSR",23,0.562523860368917,2.34916500438626e-05,0,TRUE,0.833984686620964,0.827352339130006,50,0,"No Effect"
"Covariate_Only",24,0.100457327558745,0.165321954647307,0.546286115874399,FALSE,1.46601195410472,1.44471990572511,50,0,"No Effect"
"Covariate_GMRF",24,0.0362502130573207,0.123642372918921,0.769379982608911,FALSE,1.47297178719992,1.45246838725827,50,0,"No Effect"
"Covariate_RSR",24,0.100457327558745,2.75690052869857e-05,0,TRUE,1.46601195410472,1.44471990572511,50,0,"No Effect"
"Covariate_Only",25,-0.0573263992227966,0.172488293544033,0.74107242591085,FALSE,1.01061100322375,0.976536045210155,50,0,"No Effect"
"Covariate_GMRF",25,0.179625003753741,0.142357345776798,0.207024542427696,FALSE,1.03028563048957,0.99701930184502,50,0,"No Effect"
"Covariate_RSR",25,-0.0573263992227967,4.6464605161051e-05,0,TRUE,1.01061100322375,0.976536045210155,50,0,"No Effect"
"Covariate_Only",26,0.280204591299892,0.165960393887909,0.097825507795794,FALSE,1.20146704142232,1.18889752855002,50,0,"No Effect"
"Covariate_GMRF",26,0.0193876456310012,0.166064896983669,0.907060224078686,FALSE,1.23580800137882,1.21799940620019,50,0,"No Effect"
"Covariate_RSR",26,0.280204591299892,2.79273000880703e-05,0,TRUE,1.20146704142232,1.18889752855002,50,0,"No Effect"
"Covariate_Only",27,-0.819680513683587,0.25374912307002,0.00223496655438517,TRUE,1.49070185989616,1.4891556028631,50,0,"No Effect"
"Covariate_GMRF",27,-0.403490723312396,0.115022245828339,0.000451596993385817,TRUE,1.53194445731211,1.51847797405065,50,0,"No Effect"
"Covariate_RSR",27,-0.819680513683586,0.00366459359063573,0,TRUE,1.49070185989616,1.4891556028631,50,0,"No Effect"
"Covariate_Only",28,0.325559176350036,0.15271679620788,0.0381706236617812,TRUE,0.93590075605847,0.926079566613991,50,0,"No Effect"
"Covariate_GMRF",28,0.19908783213243,0.133947822641833,0.137197451044402,FALSE,0.944626510494082,0.933196187876721,50,0,"No Effect"
"Covariate_RSR",28,0.325559176350036,2.61716851996794e-05,0,TRUE,0.93590075605847,0.926079566613991,50,0,"No Effect"
"Covariate_Only",29,-0.594242022922736,0.208643739894652,0.00645637973911607,TRUE,1.2995180724997,1.25584959747083,50,0,"No Effect"
"Covariate_GMRF",29,-0.358511389535782,0.194267979063571,0.064972443984528,FALSE,1.31915159628759,1.27123212323025,50,0,"No Effect"
"Covariate_RSR",29,-0.594242022922736,0.0570114815106621,0,TRUE,1.2995180724997,1.25584959747083,50,0,"No Effect"
"Covariate_Only",30,-0.326437871012076,0.116236065958246,0.00717874829693363,TRUE,0.91407357835041,0.928782851064774,50,0,"No Effect"
"Covariate_GMRF",30,0.0281444606375439,0.162043513027802,0.862113351199007,FALSE,0.998928323161365,1.01281031368511,50,0,"No Effect"
"Covariate_RSR",30,-0.326437871012076,0.0729212533432254,7.58480269580364e-06,TRUE,0.91407357835041,0.928782851064774,50,0,"No Effect"
"Covariate_Only",31,0.286607607112653,0.117048053618779,0.0180438681922314,TRUE,1.04478982978116,1.03127235897903,50,0,"No Effect"
"Covariate_GMRF",31,0.150137255575555,0.117223523051248,0.200271814873214,FALSE,1.06340180775604,1.04724592634372,50,0,"No Effect"
"Covariate_RSR",31,0.286607607112653,0.0311515529023927,0,TRUE,1.04478982978116,1.03127235897903,50,0,"No Effect"
"Covariate_Only",32,0.0417093962699572,0.206923012376173,0.841104995789537,FALSE,1.04595486508952,1.08407340223365,50,0,"No Effect"
"Covariate_GMRF",32,0.109419062049838,0.161884081402314,0.499097817343157,FALSE,1.0497558197484,1.08487868647599,50,0,"No Effect"
"Covariate_RSR",32,0.0417093962699571,0.0805544419239422,0.604612490136943,FALSE,1.04595486508952,1.08407340223365,50,0,"No Effect"
"Covariate_Only",33,0.0832915086218002,0.107255732981683,0.441223035991321,FALSE,1.2490934732161,1.23707023522999,50,0,"No Effect"
"Covariate_GMRF",33,0.0344222153195081,0.139095036090957,0.804542465841604,FALSE,1.2518038702938,1.24095219698947,50,0,"No Effect"
"Covariate_RSR",33,0.0832915086218003,0.0400138387789419,0.037381987396206,TRUE,1.2490934732161,1.23707023522999,50,0,"No Effect"
"Covariate_Only",34,0.698608544517429,0.156488980949842,4.86154386721324e-05,TRUE,1.19860865362099,1.21122061287517,50,0,"No Effect"
"Covariate_GMRF",34,0.180196787874377,0.215617092596774,0.403309123541194,FALSE,1.32864814163302,1.3295443310526,50,0,"No Effect"
"Covariate_RSR",34,0.698608544517428,3.05036752730764e-05,0,TRUE,1.19860865362099,1.21122061287517,50,0,"No Effect"
"Covariate_Only",35,-0.353064183639586,0.0766573479104341,3.04283923570378e-05,TRUE,0.687679909151477,0.619661361665582,50,0,"No Effect"
"Covariate_GMRF",35,-0.35306418363887,0.0766572763138728,4.10983622223249e-06,TRUE,0.687679909151477,0.619661361665584,50,0,"No Effect"
"Covariate_RSR",35,-0.353064183639587,0.0766572763132179,4.10983622123329e-06,TRUE,0.687679909151477,0.619661361665582,50,0,"No Effect"
"Covariate_Only",36,0.449571086836736,0.187406455880645,0.0203768251044316,TRUE,1.39718567294391,1.36297299543727,50,0,"No Effect"
"Covariate_GMRF",36,0.21042385261336,0.192071243324865,0.273275292572213,FALSE,1.42075966145757,1.38710113697468,50,0,"No Effect"
"Covariate_RSR",36,0.449571086836736,0.0633431234349173,1.27131638549827e-12,TRUE,1.39718567294391,1.36297299543727,50,0,"No Effect"
"Covariate_Only",37,-0.185202651820268,0.115416386656101,0.11513158979207,FALSE,0.984987888150549,0.990308225706396,50,0,"No Effect"
"Covariate_GMRF",37,-0.0813464064645183,0.122594102842972,0.506983122647083,FALSE,0.99331266092903,0.999516421916862,50,0,"No Effect"
"Covariate_RSR",37,-0.185202651820268,7.97753806472397e-06,0,TRUE,0.984987888150549,0.990308225706396,50,0,"No Effect"
"Covariate_Only",38,0.30280755373615,0.114062570567118,0.010735438180803,TRUE,1.05320906054532,0.988920205599594,50,0,"No Effect"
"Covariate_GMRF",38,0.0575321125620946,0.159823452298862,0.71886739517226,FALSE,1.10283434993289,1.02624580725121,50,0,"No Effect"
"Covariate_RSR",38,0.30280755373615,0.0683517108160972,9.4172535267667e-06,TRUE,1.05320906054532,0.988920205599594,50,0,"No Effect"
"Covariate_Only",39,0.301916699298213,0.275471779310375,0.278547975514506,FALSE,1.2960685782137,1.26409594244677,50,0,"No Effect"
"Covariate_GMRF",39,0.146687731038851,0.183101008840729,0.423056327554163,FALSE,1.30119129071579,1.27013081898352,50,0,"No Effect"
"Covariate_RSR",39,0.301916699298213,5.8828576953407e-06,0,TRUE,1.2960685782137,1.26409594244677,50,0,"No Effect"
"Covariate_Only",40,-0.268914922071616,0.15564997981638,0.0904736215768525,FALSE,1.02700206637761,0.978730370779428,50,0,"No Effect"
"Covariate_GMRF",40,0.00616329544588899,0.183512790899182,0.973208003990262,FALSE,1.06982390001822,1.01255014225072,50,0,"No Effect"
"Covariate_RSR",40,-0.268914922071616,0.040224631824001,2.30405694523483e-11,TRUE,1.02700206637761,0.978730370779428,50,0,"No Effect"
"Covariate_Only",41,-0.0744655645612989,0.122171098285485,0.545055259121106,FALSE,0.867115241534622,0.85173766350231,50,0,"No Effect"
"Covariate_GMRF",41,-0.152871739182037,0.156086854731855,0.327381511177264,FALSE,0.870999991521303,0.855045225359556,50,0,"No Effect"
"Covariate_RSR",41,-0.0744655645612989,0.0511821242153405,0.145693204093881,FALSE,0.867115241534622,0.85173766350231,50,0,"No Effect"
"Covariate_Only",42,0.328071482159249,0.188530273200803,0.0882406369614974,FALSE,1.00792456118601,1.01186475796603,50,0,"No Effect"
"Covariate_GMRF",42,-0.00622513290743701,0.165237492414572,0.969947723918963,FALSE,1.0406734883791,1.04867330622761,50,0,"No Effect"
"Covariate_RSR",42,0.328071482159249,0.0878209462087819,0.000187204122500395,TRUE,1.00792456118601,1.01186475796603,50,0,"No Effect"
"Covariate_Only",43,-0.237950004052005,0.185705490926626,0.206233478563064,FALSE,1.18914685745337,1.19322789411866,50,0,"No Effect"
"Covariate_GMRF",43,-0.175595210650533,0.155992470439671,0.260307489198471,FALSE,1.19064070649484,1.1938948172997,50,0,"No Effect"
"Covariate_RSR",43,-0.237950004052005,0.0606774693344138,8.79795365644753e-05,TRUE,1.18914685745337,1.19322789411866,50,0,"No Effect"
"Covariate_Only",44,-0.35346925415196,0.14163676608586,0.0160644851286599,TRUE,1.00382229729783,0.93848076628384,50,0,"No Effect"
"Covariate_GMRF",44,-0.0516307313371702,0.177128840496112,0.770678984199234,FALSE,1.05025566253441,0.988896584105493,50,0,"No Effect"
"Covariate_RSR",44,-0.35346925415196,0.0121724055965012,0,TRUE,1.00382229729783,0.93848076628384,50,0,"No Effect"
"Covariate_Only",45,-0.0314024053583279,0.140989460002855,0.824691706456623,FALSE,1.14400400796314,1.11976473477038,50,0,"No Effect"
"Covariate_GMRF",45,0.0635280612507786,0.160555630444943,0.692343825612906,FALSE,1.14953741665724,1.1263401547972,50,0,"No Effect"
"Covariate_RSR",45,-0.0314024053583279,0.0206532400481803,0.128395647859283,FALSE,1.14400400796314,1.11976473477038,50,0,"No Effect"
"Covariate_Only",46,0.0743617052388037,0.126340588585464,0.558901838503536,FALSE,0.983947867970534,1.01418820222492,50,0,"No Effect"
"Covariate_GMRF",46,-0.223422348716498,0.148441998636128,0.132294392089383,FALSE,1.04017423803926,1.05840330210737,50,0,"No Effect"
"Covariate_RSR",46,0.0743617052388036,2.23923213440976e-05,0,TRUE,0.983947867970534,1.01418820222492,50,0,"No Effect"
"Covariate_Only",47,-0.48089450254789,0.131774975990003,0.000647413071782389,TRUE,0.825939135584568,0.811177643803812,50,0,"No Effect"
"Covariate_GMRF",47,-0.335976294653045,0.148028543213284,0.0232274689715112,TRUE,0.838668152129937,0.826721270913621,50,0,"No Effect"
"Covariate_RSR",47,-0.480894502547889,3.1995047829448e-05,0,TRUE,0.825939135584568,0.811177643803812,50,0,"No Effect"
"Covariate_Only",48,-0.357372622906511,0.137009332463115,0.0120909437536795,TRUE,1.07339028030794,1.06033587380905,50,0,"No Effect"
"Covariate_GMRF",48,-0.0940276522082317,0.175403000769322,0.591912672460412,FALSE,1.11400055193057,1.10173736724032,50,0,"No Effect"
"Covariate_RSR",48,-0.357372622906511,2.84622484886154e-05,0,TRUE,1.07339028030794,1.06033587380905,50,0,"No Effect"
"Covariate_Only",49,-0.32406898927436,0.14155474498624,0.0264988961969696,TRUE,0.823865218107293,0.80503976600006,50,0,"No Effect"
"Covariate_GMRF",49,-0.0118569839819756,0.145893856061279,0.935226194274619,FALSE,0.868342068438584,0.860612800773452,50,0,"No Effect"
"Covariate_RSR",49,-0.32406898927436,0.0272048956482412,0,TRUE,0.823865218107293,0.80503976600006,50,0,"No Effect"
"Covariate_Only",50,0.303182211478801,0.129006639826306,0.0229257738700914,TRUE,0.920694202171413,0.89299570386713,50,0,"No Effect"
"Covariate_GMRF",50,0.147079229809602,0.142327993520123,0.301425024647088,FALSE,0.934682094218082,0.90479574328863,50,0,"No Effect"
"Covariate_RSR",50,0.303182211478801,3.01506692410699e-05,0,TRUE,0.920694202171413,0.89299570386713,50,0,"No Effect"
"Covariate_Only",51,0.00815967321471816,0.174808993859968,0.962963810203937,FALSE,1.24065430757747,1.21583844982571,50,0,"No Effect"
"Covariate_GMRF",51,0.0790669775846192,0.185507719682557,0.669948027239704,FALSE,1.24279035402099,1.21696848143891,50,0,"No Effect"
"Covariate_RSR",51,0.00815967321471825,0.0470563562200807,0.862335337338402,FALSE,1.24065430757747,1.21583844982571,50,0,"No Effect"
"Covariate_Only",52,-0.00394681490759778,0.155542480077042,0.979861438671299,FALSE,0.988313801611627,0.978647480698376,50,0,"No Effect"
"Covariate_GMRF",52,0.0377444103689971,0.158438764466499,0.811704944723044,FALSE,0.990087468210913,0.980133195977652,50,0,"No Effect"
"Covariate_RSR",52,-0.00394681490759781,3.55977119434509e-05,0,TRUE,0.988313801611627,0.978647480698376,50,0,"No Effect"
"Covariate_Only",53,-0.118736877951674,0.146294373831532,0.421010770406765,FALSE,1.16069202513857,1.11166749236977,50,0,"No Effect"
"Covariate_GMRF",53,0.097713784332111,0.206580209074216,0.6362085326043,FALSE,1.19583397271405,1.14622771820126,50,0,"No Effect"
"Covariate_RSR",53,-0.118736877951674,0.019469516652285,1.06998576665518e-09,TRUE,1.16069202513857,1.11166749236977,50,0,"No Effect"
"Covariate_Only",54,-0.258618306244254,0.206575039061225,0.216660274883826,FALSE,1.18915558743644,1.15962926873597,50,0,"No Effect"
"Covariate_GMRF",54,0.0018132451595567,0.241579860420748,0.994011310665276,FALSE,1.20954472574358,1.18722222191235,50,0,"No Effect"
"Covariate_RSR",54,-0.258618306244255,0.071674732666895,0.00030830331244236,TRUE,1.18915558743644,1.15962926873597,50,0,"No Effect"
"Covariate_Only",55,0.064866959622827,0.124828009336733,0.605695309611359,FALSE,1.04447238423717,0.991885948364966,50,0,"No Effect"
"Covariate_GMRF",55,0.00683584742209169,0.158657626519227,0.965633356512989,FALSE,1.04794163993381,0.99522834344778,50,0,"No Effect"
"Covariate_RSR",55,0.0648669596228271,2.25772618056184e-05,0,TRUE,1.04447238423717,0.991885948364966,50,0,"No Effect"
"Covariate_Only",56,0.805950120594606,0.129279900292219,1.09927307515368e-07,TRUE,0.955661477591862,0.944676068939619,50,0,"No Effect"
"Covariate_GMRF",56,0.257500043568012,0.161434943154214,0.110696571032096,FALSE,1.12071602060656,1.10318695860708,50,0,"No Effect"
"Covariate_RSR",56,0.805950120594606,0.0506717161394545,0,TRUE,0.955661477591862,0.944676068939619,50,0,"No Effect"
"Covariate_Only",57,0.14805813935738,0.0988465206274519,0.14071779635424,FALSE,0.948080023644847,0.91578031266021,50,0,"No Effect"
"Covariate_GMRF",57,-0.0732849220923904,0.166642061706741,0.660100469870844,FALSE,0.996710393449928,0.98028504830684,50,0,"No Effect"
"Covariate_RSR",57,0.14805813935738,0.034665993765458,1.9460646466074e-05,TRUE,0.948080023644847,0.91578031266021,50,0,"No Effect"
"Covariate_Only",58,-0.0326402609000645,0.117867769301835,0.783028529371042,FALSE,1.19745154928207,1.16169678863485,50,0,"No Effect"
"Covariate_GMRF",58,-0.19639827809371,0.140969407100327,0.163559962881405,FALSE,1.22145700713074,1.19322276973923,50,0,"No Effect"
"Covariate_RSR",58,-0.0326402609000645,1.27330764515484e-05,0,TRUE,1.19745154928207,1.16169678863485,50,0,"No Effect"
"Covariate_Only",59,-0.49352588177279,0.163937787216251,0.00415024795621663,TRUE,1.26585086820853,1.25551634146479,50,0,"No Effect"
"Covariate_GMRF",59,-0.29676244429774,0.15771361848292,0.0598830236686879,FALSE,1.29477562411538,1.2769025229896,50,0,"No Effect"
"Covariate_RSR",59,-0.49352588177279,0.0238320106328932,0,TRUE,1.26585086820853,1.25551634146479,50,0,"No Effect"
"Covariate_Only",60,0.526537776603323,0.234411858633836,0.0293287362938127,TRUE,1.13607259548537,1.13474494998963,50,0,"No Effect"
"Covariate_GMRF",60,-0.0805036353465707,0.191342070255503,0.673951159912678,FALSE,1.21288481689946,1.22223225827948,50,0,"No Effect"
"Covariate_RSR",60,0.526537776603324,0.0732130411477797,6.39155395276703e-13,TRUE,1.13607259548537,1.13474494998963,50,0,"No Effect"
"Covariate_Only",61,-0.53705410609798,0.180585777869974,0.00458898729908648,TRUE,1.00660318898094,0.983811197622521,50,0,"No Effect"
"Covariate_GMRF",61,0.0498252771001971,0.165569231424735,0.76346544020328,FALSE,1.1135776818015,1.09663808269703,50,0,"No Effect"
"Covariate_RSR",61,-0.53705410609798,0.00324648198255257,0,TRUE,1.00660318898094,0.983811197622521,50,0,"No Effect"
"Covariate_Only",62,-0.303521927130328,0.142040133987079,0.0377323437857363,TRUE,1.06793200412252,1.05564033164647,50,0,"No Effect"
"Covariate_GMRF",62,-0.1004267303595,0.133460291992308,0.451760066251013,FALSE,1.09130227026433,1.08790997479396,50,0,"No Effect"
"Covariate_RSR",62,-0.303521927130328,0.0154677232657668,0,TRUE,1.06793200412252,1.05564033164647,50,0,"No Effect"
"Covariate_Only",63,0.237501463998032,0.146438300648436,0.11138584330068,FALSE,1.2164238085094,1.21526387838862,50,0,"No Effect"
"Covariate_GMRF",63,0.144751494070726,0.147342071876817,0.325893993915651,FALSE,1.22207590741758,1.21684149815535,50,0,"No Effect"
"Covariate_RSR",63,0.237501463998032,0.0392733606949359,1.47207968037577e-09,TRUE,1.2164238085094,1.21526387838862,50,0,"No Effect"
"Covariate_Only",64,0.278193582957981,0.141845961011128,0.0556664111233592,FALSE,1.02517694840098,1.03069039725685,50,0,"No Effect"
"Covariate_GMRF",64,0.0823424907259618,0.165932063142578,0.619723546401545,FALSE,1.04536030345623,1.05600061038097,50,0,"No Effect"
"Covariate_RSR",64,0.278193582957981,4.96744390142654e-05,0,TRUE,1.02517694840098,1.03069039725685,50,0,"No Effect"
"Covariate_Only",65,0.296133756465943,0.0957895885136014,0.00331221785818909,TRUE,0.814727042754836,0.786226437775881,50,0,"No Effect"
"Covariate_GMRF",65,0.286345060431202,0.133992494677894,0.0325961103470788,TRUE,0.818013226247098,0.791742033803635,50,0,"No Effect"
"Covariate_RSR",65,0.296133756465943,0.030574387461975,0,TRUE,0.814727042754835,0.786226437775881,50,0,"No Effect"
"Covariate_Only",66,-0.321163159587162,0.115062755255629,0.00751433483331768,TRUE,0.902426840593532,0.890762259714614,50,0,"No Effect"
"Covariate_GMRF",66,-0.312565348418564,0.171989838669882,0.0691638809603188,FALSE,0.902507331084442,0.89097296069213,50,0,"No Effect"
"Covariate_RSR",66,-0.321163159587162,0.0551519930837045,5.77184078309756e-09,TRUE,0.902426840593532,0.890762259714614,50,0,"No Effect"
"Covariate_Only",67,-0.269195806207558,0.089851748706656,0.00431903142620606,TRUE,0.777588222629592,0.839246735787572,50,0,"No Effect"
"Covariate_GMRF",67,-0.133489168315036,0.11067855760481,0.22777977090988,FALSE,0.796334214455327,0.869144780610541,50,0,"No Effect"
"Covariate_RSR",67,-0.269195806207559,0.0558558991453105,1.43940405183951e-06,TRUE,0.777588222629592,0.839246735787572,50,0,"No Effect"
